State,Caste,subcastes,source
Maharashtra,Thogti,"['Thogti', 'Thogati']",gov
Maharashtra,Wadi,['Wadi'],gov
Maharashtra,Wansfoda,['Wansfoda'],gov
Maharashtra,Wadhai,"['Wadhai', 'Wadai', 'Bhadai']",gov
Maharashtra,Warthi,['Warthi'],gov
Maharashtra,Vanjari,"['Vanjari', 'Wanjari Vanjara', 'Wanjara Vanjar']",gov
Maharashtra,Yerkula,['Yerkula'],gov
Maharashtra,Agri,"['Agri', 'Agale', 'Kalan']",gov
Maharashtra,Bhawasar,['Bhawasar'],gov
Maharashtra,Kurhinshetty,['Kurhinshetty'],gov
Maharashtra,Nilgar,"['Nilgar', 'Neeli', 'Nirali', 'Nili', 'Nirhali']",gov
Maharashtra,Koskanti Devanga,['Koskanti Devanga'],gov
Maharashtra,Sutar,"['Sutar', 'Suthar']",gov
Maharashtra,Futgudi,['Futgudi'],gov
Maharashtra,Pinjara,"['Pinjara', 'Pinjari', 'Mansoori', 'Nadaff']",gov
Maharashtra,Billala,['Billala'],gov
Maharashtra,Davari,"['Davari', 'Devari']",gov
Maharashtra,Teli,"['Teli', 'Teli-Lingayat', 'Teli Sahu', 'Teli Rathod', 'Ganiga']",gov
Maharashtra,Mali,"['Mali', 'Sutars', 'Malis', 'Vadvals', 'Chaukalshis', 'Pachkalshi', 'Somvanshi Kshatris', 'Pathares']",gov
Maharashtra,Lonari,['Lonari'],gov
Maharashtra,Talwar Kanade,['Talwar Kanade'],gov
Maharashtra,Raghavi,['Raghavi'],gov
Maharashtra,Bhandari,['Bhandari'],gov
Maharashtra,Ganali,"['Ganali', 'Gandali']",gov
Maharashtra,Kathar,"['Kathar', 'Kathar Wani', 'Kanthahar Wani']",gov
Maharashtra,Momin,['Momin'],gov
Maharashtra,Fakir Bhandarwala,"['Fakir Bhandarwala', 'Fakir']",gov
Maharashtra,Ghadshi,['Ghadshi'],gov
Maharashtra,Tamboli,"['Tamboli', 'Dhakad', 'Mitkari-Wani', 'Wani', 'Boral', 'Boraal', 'Borul', 'Borad']",gov
Maharashtra,Christian,['Christian'],gov
Maharashtra,Lanzad,['Lanzad'],gov
Maharashtra,Yadav Ahir,['Yadav Ahir'],gov
Maharashtra,Berad,"['Berad', 'Bedar Naikwadi Talwar Walmiki']",gov
Maharashtra,Bester,"['Bester', 'Besta', 'Besti', 'Bestallu', 'Sanchaluwaddar']",gov
Maharashtra,Bhamta,"['Bhamta', 'Bhamti', 'Girni', 'Waddar', 'Kamati', 'Pathrut', 'Takari', 'Uchale']",gov
Maharashtra,Kaikadi Dhontle,"['Kaikadi Dhontle', 'Korva', 'Makadwale', 'Kochi Korva', 'Pamlor', 'Korvi']",gov
Maharashtra,Chhara Kanjar,"['Chhara Kanjar', 'Kanjar Bhat Nat']",gov
Maharashtra,Katabu,['Katabu'],gov
Maharashtra,Banjara,"['Banjara', 'Banjari Goar Banjara Lambada', 'Lambara', 'Lambade Lambhani Charan Banjara Labhan Mathura Labhani', 'Mathura Banjara Kachikiwale Banjara Laman Banjara Laman', 'Lamani Laban Dhali', 'Dhalia', 'Dhalia Banjara', 'Dhadi', 'Dhari Singari Navi Banjara']",gov
Maharashtra,Pal Pardhi,['Pal Pardhi'],gov
Maharashtra,Raj Pardhi,"['Raj Pardhi', 'Gaon Pardhi', 'Haran', 'Shikari']",gov
Maharashtra,Bhamta,"['Bhamta', 'Pardeshi', 'Bhamta', 'Pardeshi', 'Bhamti']",gov
Maharashtra,Ramoshi,['Ramoshi'],gov
Maharashtra,Vaddar,"['Vaddar', 'Vadder', 'Gadi Vaddar', 'Jati Vaddar', 'Mati Vaddar', 'Patharvat', 'Patharod', 'Wadder', 'Kalawader']",gov
Maharashtra,Vaghari Salat,"['Vaghari Salat', 'Salat Vaghri']",gov
Maharashtra,Chhapparband,['Chhapparband'],gov
Maharashtra,Gosavi,"['Gosavi', 'Bava', 'Bairagi', 'Bharati', 'Girigosavi', 'Bharati Gosavi', 'Saraswati Parbat', 'Sagar', 'Ban', 'Van', 'Teerth Ashram', 'Gosavi-Puri', 'Gusai', 'Gosai', 'Nathpanthi Gosavi']",gov
Maharashtra,Beldar,"['Beldar', 'Muslim Beldar', 'Od']",gov
Maharashtra,Bharadi Balasantoshi,"['Bharadi Balasantoshi', 'Kinggriwale', 'Nath Bava', 'Nath Jogi', 'Nath Pandhi', 'Davari Gosavi']",gov
Maharashtra,Bhute,"['Bhute', 'Bhope']",gov
Maharashtra,Chitrakathi,['Chitrakathi'],gov
Maharashtra,Garudi,"['Garudi', 'Gavadi Ghisadi']",gov
Maharashtra,Ghisadi Lohar,"['Ghisadi Lohar', 'Gadi Lohar', 'Ghitodi Lohar', 'Rajput Lohar', 'Chitodiya-Lohar']",gov
Maharashtra,Golla Gollewar,"['Golla Gollewar', 'Goler', 'Golkar']",gov
Maharashtra,Gondhali,['Gondhali'],gov
Maharashtra,Gopal,"['Gopal', 'Gopal Bhorpi', 'Khelkari']",gov
Maharashtra,Helve,"['Helve', 'Hilav']",gov
Maharashtra,Joshi,"['Joshi', 'Budbudki', 'Damruwale', 'Sahedev Joshi', 'Sarvade', 'Saroda', 'Kudmude']",gov
Maharashtra,Kasikapadi,['Kasikapadi'],gov
Maharashtra,Kolhati Dombari,['Kolhati Dombari'],gov
Maharashtra,Mairal Dangat,"['Mairal Dangat', 'Vir']",gov
Maharashtra,Masanjogi,"['Masanjogi', 'Sudgadsiddha', 'Mapanjogi', 'Sharadakar', 'Shardakar', 'Shardakal', 'Balasantu']",gov
Maharashtra,Nandiwale Tirmal,['Nandiwale Tirmal'],gov
Maharashtra,Pangul,['Pangul'],gov
Maharashtra,Raval Raul,"['Raval Raul', 'Raval-Yogi']",gov
Maharashtra,Sikkalgar,"['Sikkalgar', 'Katari', 'Kathari', 'Sekkalgar', 'Shikaligar', 'Shikalgar', 'Shikilgar', 'Shiklikar', 'Sikalkar', 'Siklikar', 'Sikilgar', 'Siklighar', 'Sikligar', 'Sikalgar', 'Sikkaligar', 'Cyclegar', 'Saikalgar']",gov
Maharashtra,Thakkar,['Thakkar'],gov
Maharashtra,Vaidu,['Vaidu'],gov
Maharashtra,Vasudeo,['Vasudeo'],gov
Maharashtra,Bhoi,"['Bhoi', 'Boi', 'Zinga Bhoi', 'Pardeshi Bhoi', 'Raj Bhoi', 'Kahar', 'Gadia Kahare', 'Dhuria Kahar', 'Kirat', 'Machwa', 'Manzi', 'Jatia', 'Kewat', 'Dhiwar', 'Dhiwar Bhoi', 'Dheewar', 'Dhimar', 'Palewar Machhendra', 'Navadi', 'Malhar', 'Malhav', 'Gadhav Bhoi', 'Khadi Bhoi', 'Khare Bhoi', 'Dhevra', 'Bhoi-Navadi', 'Taru-Navadi', 'Dheewar Bhoi']",gov
Maharashtra,Bahurupi,['Bahurupi'],gov
Maharashtra,Thelari,['Thelari'],gov
Maharashtra,Otari,"['Otari', 'Otankar', 'Otkar', 'Vatari', 'Ojhari', 'Vatkar', 'Vatkari', 'Votankar', 'Vatokar', 'Otkari', 'Otokar', 'Vatokaar']",gov
Maharashtra,Dhangar,"['Dhangar', 'Dhanwar', 'Ahir', 'Telwar', 'Hatkar', 'Hatker', 'Tellari', 'Kanade', 'Kurmar', 'Sangar', 'Kokni-Dhangar', 'Varahade-Dhangar', 'Sagar', 'Segar']",gov
Maharashtra,Powar,"['Powar', 'Bhoyar Pawar', 'Bhoyar']",gov
Maharashtra,Khatik,"['Khatik', 'Khatik', 'Kasai', 'Kasai-Qureshi', 'Qureshi', 'Kasab']",gov
Maharashtra,Pahad,"['Pahad', 'Pahadi']",gov
Maharashtra,Kalal,"['Kalal', 'Kalar', 'Sav Kalar', 'Jain Kalar']",gov
Maharashtra,Dode Gujar,"['Dode Gujar', 'Dore Gujar']",gov
Maharashtra,Kohli,['Kohli'],gov
Maharashtra,Yellam,"['Yellam', 'Yelam', 'Yalam', 'Yallam']",gov
Maharashtra,Odevar,['Odevar'],gov
Maharashtra,Nalband,['Nalband'],gov
Maharashtra,Govari,"['Govari', 'Gawari']",gov
Maharashtra,Kumbara,"['Kumbara', 'Kumbhara', 'Kulala', 'Mulya']",gov
Maharashtra,Muslim Madari,"['Muslim Madari', 'Gaarudi', 'Saapwale', 'Jadoogar']",gov
Maharashtra,Sakka,['Sakka'],gov
Maharashtra,Bawarchi,"['Bawarchi', 'Bhatiara']",gov
Maharashtra,Attar,['Attar'],gov
Maharashtra,Bhoyar,['Bhoyar'],gov
Maharashtra,Darji,['Darji'],gov
Maharashtra,Dommara,['Dommara'],gov
Maharashtra,Lakhari,['Lakhari'],gov
Maharashtra,Bhaldar,['Bhaldar'],gov
Maharashtra,Mahat,"['Mahat', 'Mahoot', 'Mahawat']",gov
Maharashtra,Darwesi,"['Darwesi', 'Vaghwale-Shah', 'Aashwalwale']",gov
Maharashtra,Udasi,['Udasi'],gov
Maharashtra,Muslim Manyar,"['Muslim Manyar', 'Maniyaar', 'Maneri']",gov
Maharashtra,Kunkuwale,['Kunkuwale'],gov
Maharashtra,Savkalar,['Savkalar'],gov
Maharashtra,Hanbar,['Hanbar'],gov
Maharashtra,Pahad,"['Pahad', 'Pahadi']",gov
Maharashtra,Gadariya,['Gadariya'],gov
Maharashtra,Pendhari,['Pendhari'],gov
Maharashtra,Kulekdagi,"['Kulekdagi', 'Kullekadgi', 'Kullakadagi', 'Kuladagi']",gov
Maharashtra,Munnewar,"['Munnewar', 'Munnurwar', 'Munnur', 'Telgu Munnur', 'Munnurwar Telgu', 'Telgu Kapewar', 'Munnarwad', 'Telgu Phulmali']",gov
Maharashtra,Lad-Shakhiy Wani,['Lad-Shakhiy Wani'],gov
Maharashtra,Mulana,"['Mulana', 'Mulani', 'Mulane']",gov
Maharashtra,Pancal,['Pancal'],gov
Maharashtra,Mujawar,['Mujawar'],gov
Maharashtra,Sangtrash,"['Sangtrash', 'Dagadphodu']",gov
Maharashtra,Muslim Religion Bhangi,"['Muslim Religion Bhangi', 'Mehtar', 'Lalbeg', 'Halalkhor', 'Khakrob', 'the members of which are actually in the Safai Karamchari profession']",gov
Maharashtra,Audhiya,"['Audhiya', 'Audheliya']",gov
Maharashtra,Bhampta,"['Bhampta', 'Ghantichore', 'Pardeshi']",gov
Maharashtra,Dhawad,['Dhawad'],gov
Maharashtra,Jaatgaar,['Jaatgaar'],gov
Maharashtra,Manyaar,['Manyaar'],gov
Maharashtra,Panchama,['Panchama'],gov
Maharashtra,Vedu,['Vedu'],gov
Maharashtra,Lazad,['Lazad'],gov
Manipur,Badi,"['Badi', 'Damai', 'Gainay', 'Kami', 'Sarki']",gov
Manipur,Meitei,"['Meitei', 'Meetei']",gov
Manipur,Meitei Pangal,['Meitei Pangal'],gov
Manipur,Teli,['Teli'],gov
Odisha,Agharia,"['Agharia', 'Agaria', 'Aghria.']",gov
Odisha,Aranedan,['Aranedan'],gov
Odisha,Asur,['Asur'],gov
Odisha,Badhai,"['Badhai', 'Barhai', 'Bindhania', 'Sutradhar', 'Badhira', 'Badhria']",gov
Odisha,Badasuda,['Badasuda'],gov
Odisha,Baipari,['Baipari'],gov
Odisha,Baira,['Baira'],gov
Odisha,Bairagi,['Bairagi'],gov
Odisha,Bariji,"['Bariji', 'Barui Tambuli', 'Tamali']",gov
Odisha,Barika,"['Barika', 'Bhandari', 'Napit', 'Nai']",gov
Odisha,Bellara,['Bellara'],gov
Odisha,Bentkar,['Bentkar'],gov
Odisha,Bhatua,['Bhatua'],gov
Odisha,Bhogta,['Bhogta'],gov
Odisha,Bhokta,['Bhokta'],gov
Odisha,Bhujan,['Bhujan'],gov
Odisha,Bhuliya,['Bhuliya'],gov
Odisha,Birjhia,['Birjhia'],gov
Odisha,Bissoy-Barangi Jodia,"['Bissoy-Barangi Jodia', 'Bennangi', 'Daduva', 'Frangi', 'Hollar', 'Jhoriya', 'Kollai', 'Konde', 'Paranga', 'Pengajodia', 'Sodojodia', 'Takoara']",gov
Odisha,Binedhanies,['Binedhanies'],gov
Odisha,Bogada,['Bogada'],gov
Odisha,Bolodhia,['Bolodhia'],gov
Odisha,Buruashankar,"['Buruashankar', 'Barna Suankar']",gov
Odisha,Byagari,['Byagari'],gov
Odisha,Chaupal,['Chaupal'],gov
Odisha,Chero,['Chero'],gov
Odisha,Cheruman,['Cheruman'],gov
Odisha,Chikbaraik,['Chikbaraik'],gov
Odisha,Chik,['Chik'],gov
Odisha,Chitra,"['Chitra', 'Chitrakar', 'Chitrasilpi']",gov
Odisha,Churia,['Churia'],gov
Odisha,Dahalia,['Dahalia'],gov
Odisha,Darji,['Darji'],gov
Odisha,Damal,['Damal'],gov
Odisha,Dangua,['Dangua'],gov
Odisha,Dehuri,['Dehuri'],gov
Odisha,Dhakhada,['Dhakhada'],gov
Odisha,Dhaner,['Dhaner'],gov
Odisha,Dumala,"['Dumala', 'Dumal']",gov
Odisha,Ghatwar,['Ghatwar'],gov
Odisha,Girigiris,['Girigiris'],gov
Odisha,Godda,['Godda'],gov
Odisha,Gola,"['Gola', 'Golla', 'Gope', 'Gop', 'Sadgope', 'Sadgop', 'Ahir', 'Gour', 'Gouda', 'Goudo', 'Mekala Golla', 'Punnu Golla', 'Yadav', 'Laxminarayan Gola', 'Goudia Gola', 'Gopal', 'Gopala', 'Sholakhandia', 'Maghada Gouda', 'Dumal Gouda', 'Mathurapuria Gouda', 'Gopapuria gouda', 'Nanda Gouda & Kanja Gouda']",gov
Odisha,Gudia,"['Gudia', 'Guria', 'Gurja', 'Gunju']",gov
Odisha,Gosangi,['Gosangi'],gov
Odisha,Gondu-Bato,"['Gondu-Bato', 'Bhirthya Budho Kouriya', 'Hato', 'Jatako', 'Joria']",gov
Odisha,Habra,['Habra'],gov
Odisha,Hansi,"['Hansi', 'Tanti', 'Sukuli', 'Vina', 'Tulabhina', 'Rangani', 'Dera', 'Dewanga', 'Dewangulu', 'Kosta', 'Kusta', 'Kustha', 'Kostha', 'Salia', 'Patsalia', 'Buna', 'Bunkar', 'Bunkara', 'Bangali Tanti', 'Bangiya Tanti', 'Matibansa Tanti', 'Asina Tanti', 'Aswina Tanti', 'Ashani Tanti', 'Aswinna Tanti', 'Rangani Tanti', 'Rangani Tantee', 'Ranganee Tantee', 'Rangini Tanti', 'Ranguni Tanti', 'Rangini Hansi', 'Amila Tanti']",gov
Odisha,Holeya,['Holeya'],gov
Odisha,Irula,['Irula'],gov
Odisha,Jadapus,['Jadapus'],gov
Odisha,Jaintrapans,['Jaintrapans'],gov
Odisha,Jogi,"['Jogi', 'Yogi']",gov
Odisha,Jyotish,['Jyotish'],gov
Odisha,Kadan,['Kadan'],gov
Odisha,Kalladi,['Kalladi'],gov
Odisha,Kammara,"['Kammara', 'Kamara', 'Kamar', 'Kammaro', 'Muli', 'Lohuru', 'Loharo', 'Astolohi Kamar']",gov
Odisha,Kanakkan,['Kanakkan'],gov
Odisha,Kandarpa,['Kandarpa'],gov
Odisha,Kanjar,['Kanjar'],gov
Odisha,Kapudia,['Kapudia'],gov
Odisha,Karhara,"['Karhara', 'Kachara', 'Kachera']",gov
Odisha,Karimpalan,['Karimpalan'],gov
Odisha,Karmali,['Karmali'],gov
Odisha,Kattunayakan,['Kattunayakan'],gov
Odisha,Khandnals,['Khandnals'],gov
Odisha,Khatti-Khatti,['Khatti-Khatti'],gov
Odisha,Khatua,['Khatua'],gov
Odisha,Khodra,"['Khodra', 'Khadura', 'Kharuda']",gov
Odisha,Khetauri,['Khetauri'],gov
Odisha,Koilar,['Koilar'],gov
Odisha,Kolam,['Kolam'],gov
Odisha,Kond,['Kond'],gov
Odisha,Konda Kapu,['Konda Kapu'],gov
Odisha,Kondareddy,"['Kondareddy', 'Reddy Dhakas']",gov
Odisha,Koraga,['Koraga'],gov
Odisha,Kosalya Goudus,"['Kosalya Goudus', 'Bosotheriya Goudus', 'Chiti Goudus', 'Dangayath Goudus', 'Doddu Kamariya', 'Dudu Kamaro', 'Ladiya Goudus', 'Pullo Soriya Goudus']",gov
Odisha,Kota,['Kota'],gov
Odisha,Kudiya,['Kudiya'],gov
Odisha,Kudubi,['Kudubi'],gov
Odisha,Kudumban,['Kudumban'],gov
Odisha,Kumbhar Kulal,"['Kumbhar Kulal', 'Kumbhar', 'Kumbharo', 'Kandha-Kumbhar', 'Kumbhakar']",gov
Odisha,Kundamatia,['Kundamatia'],gov
Odisha,Kulta,['Kulta'],gov
Odisha,Kuraiar,['Kuraiar'],gov
Odisha,Kuravan,['Kuravan'],gov
Odisha,Kurichchan,['Kurichchan'],gov
Odisha,Kuruman,['Kuruman'],gov
Odisha,Lakhra,['Lakhra'],gov
Odisha,Lambadi,['Lambadi'],gov
Odisha,Luhura,['Luhura'],gov
Odisha,Machua,['Machua'],gov
Odisha,Maghi,"['Maghi', 'Meghia']",gov
Odisha,Magura,['Magura'],gov
Odisha,Mahunta,['Mahunta'],gov
Odisha,Magatha Goudus,"['Magatha Goudus', 'Bermia Goudus', 'Boodo Magatha', 'Dongayath Goudu', 'Ladya Goudu', 'Poona Magatha', 'Sana Magatha']",gov
Odisha,Magadhi Goral,['Magadhi Goral'],gov
Odisha,Maila,['Maila'],gov
Odisha,Maladasu,['Maladasu'],gov
Odisha,Malasar,['Malasar'],gov
Odisha,Mali,"['Mali', 'Phulia', 'Sagbaria', 'Bhajemali', 'Pandara Mali', 'Muni', 'Raula']",gov
Odisha,Malis,"['Malis', 'Korchia Malis', 'Paido Malis', 'Podda Malis']",gov
Odisha,Mal Paharia,['Mal Paharia'],gov
Odisha,Manna Dhora,['Manna Dhora'],gov
Odisha,Maune,['Maune'],gov
Odisha,Marathi,['Marathi'],gov
Odisha,Matangi,['Matangi'],gov
Odisha,Mavilan,['Mavilan'],gov
Odisha,Minka,['Minka'],gov
Odisha,Monger,['Monger'],gov
Odisha,Mukhadora- Mokka Dhora,['Mukhadora- Mokka Dhora'],gov
Odisha,Muliya,['Muliya'],gov
Odisha,Mundala,['Mundala'],gov
Odisha,Muria,['Muria'],gov
Odisha,Nahar,['Nahar'],gov
Odisha,Nalakeyava,['Nalakeyava'],gov
Odisha,Nat,['Nat'],gov
Odisha,Nayadi,['Nayadi'],gov
Odisha,Nolia,['Nolia'],gov
Odisha,Nuhura,"['Nuhura', 'Nuhuraj']",gov
Odisha,Nuniya,['Nuniya'],gov
Odisha,Ojulu,"['Ojulu', 'Metta', 'Kamasalie']",gov
Odisha,Omeyita,['Omeyita'],gov
Odisha,Padaria,"['Padaria', 'Pamaria', 'Pandara']",gov
Odisha,Pagadai,['Pagadai'],gov
Odisha,Paigarapu,['Paigarapu'],gov
Odisha,Paky,['Paky'],gov
Odisha,Pal,['Pal'],gov
Odisha,Palasi,['Palasi'],gov
Odisha,Paliyan,['Paliyan'],gov
Odisha,Paiko,['Paiko'],gov
Odisha,Palli,['Palli'],gov
Odisha,Pulayan,['Pulayan'],gov
Odisha,Pambada,['Pambada'],gov
Odisha,Paniyan,['Paniyan'],gov
Odisha,Panjira,['Panjira'],gov
Odisha,Panniandi,['Panniandi'],gov
Odisha,Paraiyan,['Paraiyan'],gov
Odisha,Paravan,['Paravan'],gov
Odisha,Parhaiya,['Parhaiya'],gov
Odisha,Pathuria,['Pathuria'],gov
Odisha,Pengua,['Pengua'],gov
Odisha,Pita,['Pita'],gov
Odisha,Raneyar,['Raneyar'],gov
Odisha,Ronas,['Ronas'],gov
Odisha,Routia,['Routia'],gov
Odisha,Sagarpasha,['Sagarpasha'],gov
Odisha,Samban,['Samban'],gov
Odisha,Sankhari,['Sankhari'],gov
Odisha,Sanyasi Membram,['Sanyasi Membram'],gov
Odisha,Seerithi Goudu,['Seerithi Goudu'],gov
Odisha,Semman,['Semman'],gov
Odisha,Sholagar,['Sholagar'],gov
Odisha,Sauria Paharia,['Sauria Paharia'],gov
Odisha,Sinke,['Sinke'],gov
Odisha,Suda,['Suda'],gov
Odisha,Sulia,['Sulia'],gov
Odisha,Sunri,"['Sunri', 'Sundi', 'Sundhi']",gov
Odisha,Tana,['Tana'],gov
Odisha,Teli,"['Teli', 'Telli', 'Kubara', 'Kubera', 'Talakar', 'Sahu', 'Sahoo', 'Bahaldia', 'Baladia']",gov
Odisha,Telaga,"['Telaga', 'Pamula', 'Telugu Kachara', 'Telugu', 'Telanga', 'Telenga']",gov
Odisha,Thanu,['Thanu'],gov
Odisha,Thatari,"['Thatari', 'Kansari']",gov
Odisha,Thoti,['Thoti'],gov
Odisha,Tiruvalluvar,['Tiruvalluvar'],gov
Odisha,Tivoro,['Tivoro'],gov
Odisha,Toda,['Toda'],gov
Odisha,Valluvan,['Valluvan'],gov
Odisha,Vannan,['Vannan'],gov
Odisha,Vettuvan,['Vettuvan'],gov
Odisha,Yandi,['Yandi'],gov
Odisha,Yerna Golta,['Yerna Golta'],gov
Odisha,Yerukula,['Yerukula'],gov
Odisha,Saraka,"['Saraka', 'Saraka Tanti']",gov
Odisha,Chasa,"['Chasa', 'Odachasa', 'Banayat Odiya', 'Benayat Oriya', 'Benayit Odia', 'Banayat', 'Banayat Oriya', 'Odia & Udia']",gov
Odisha,Patara,"['Patara', 'Patra', 'Goudia Patara', 'Asini Patara', 'Aswini & Ashwini Patara']",gov
Odisha,Kurmi,"['Kurmi', 'Kuruma Chasa', 'Kudumi', 'Kurma', 'Kurmi Mahto', 'Kurmi Khetriya', 'Kurumi', 'Kudumi Kshyatriya', 'Kurum']",gov
Odisha,Thoria,"['Thoria', 'Thodia', 'Thudia', 'Thuria']",gov
Odisha,Kalanji,"['Kalanji', 'Kalinji', 'Kalingi.']",gov
Odisha,Mahla,"['Mahla', 'Mahlar']",gov
Odisha,Ashtralohi,"['Ashtralohi', 'Ashtalohi Karmakar Kamila Sunari', 'Sunaree Viswa Brahman Swarnakar', 'Swaransilpi']",gov
Odisha,Kalanga,['Kalanga'],gov
Odisha,Bhanja Puran,['Bhanja Puran'],gov
Odisha,Koppula Vellama,"['Koppula Vellama', 'Kapala Velama', 'Kapulu Elama', 'Koppala Elama', 'Kappula Elama', 'Kupala Velama', 'Kapala Elama', 'Kapala Elaga', 'Koppala Velama']",gov
Odisha,Christian,['Christian'],gov
Odisha,Kalwar,"['Kalwar', 'Kalal', 'Kalar']",gov
Odisha,Arua,['Arua'],gov
Odisha,Hatua,['Hatua'],gov
Odisha,Alia,['Alia'],gov
Odisha,Shudra,['Shudra'],gov
Odisha,Kalandi Baishanaba,"['Kalandi Baishanaba', 'Kalandi Vaishnab', 'Tamuli', 'Tamili', 'Bangiya Tambuli', 'Tambili', 'Bangiya Tamboli', 'Bangiya Tamili', 'Tambula']",gov
Odisha,Belama,['Belama'],gov
Odisha,Goudia,"['Goudia', 'Laxminarayana Goudia']",gov
Odisha,Chattada Srivaishnab,['Chattada Srivaishnab'],gov
Odisha,Segidi,"['Segidi', 'Srisayan']",gov
Odisha,Majjula,['Majjula'],gov
Odisha,Bhopa,['Bhopa'],gov
Puducherry,Agamudiyas,['Agamudiyas'],gov
Puducherry,Ayeeravaisiar,['Ayeeravaisiar'],gov
Puducherry,Christian,['Christian'],gov
Puducherry,Gramani,"['Gramani', 'Sanar', 'Nadar', 'Ezhava', 'Tiyya']",gov
Puducherry,Kattunaicker,['Kattunaicker'],gov
Puducherry,Isai Vellalar,['Isai Vellalar'],gov
Puducherry,Jangam,"['Jangam', 'Jangamar']",gov
Puducherry,Kalavanthula,['Kalavanthula'],gov
Puducherry,Kamsali,['Kamsali'],gov
Puducherry,Kannada Devanga,"['Kannada Devanga', 'Telugu Devanga']",gov
Puducherry,Kuyavar,"['Kuyavar', 'Kulalar', 'Kumbarar', 'Kummari', 'Mannudayar', 'Pathar', 'Poonul Kuyavar', 'Vellar']",gov
Puducherry,Mappila,['Mappila'],gov
Puducherry,Namdev Maratha,"['Namdev Maratha', 'Mahratta']",gov
Puducherry,Maruthuvar,"['Maruthuvar', 'Nayee Brahmin', 'Mangali', 'Ambattan', 'Navithar', 'Pandithar', 'Pronopakari', 'Pariyari']",gov
Puducherry,Meenavar,"['Meenavar', 'Agnikulakshatriya', 'Mukkuvan', 'Chinna Pattinavar', 'Nattar', 'Paravar', 'Parvatharajakulam Pattinavar', 'Periya Pattinavar', 'Sembadavar', 'Vadabalija']",gov
Puducherry,Lubbai,"['Lubbai', 'Ravuthar', 'Maricar', 'Saibu']",gov
Puducherry,Mukkulathor,"['Mukkulathor', 'Devar', 'Agamudaya', 'Devar', 'Kallar', 'Maravar']",gov
Puducherry,Nainar,['Nainar'],gov
Puducherry,Kulela,['Kulela'],gov
Puducherry,Padmasaliar,"['Padmasaliar', 'Padmasali', 'Salian', 'Saliar', 'Pattu Saliar', 'Saliars']",gov
Puducherry,Parkavakulam,"['Parkavakulam', 'Malayaman', 'Nathaman', 'Suruthiman', 'Udayar', 'Parkavakula Moopanar', 'Parkavakula Pillai', 'Parkavakula Udaiyar']",gov
Puducherry,Sadhu Chetty,"['Sadhu Chetty', '24 Manai Telegu Chetty', 'Telegupatty Chetty']",gov
Puducherry,Sengunthar,"['Sengunthar', 'Kaikolar']",gov
Puducherry,Settibalija,['Settibalija'],gov
Puducherry,Vaniar,['Vaniar'],gov
Puducherry,Vannan,"['Vannan', 'Vannar', 'Rajaka', 'Chakkali']",gov
Puducherry,Vanniakula Kshatriya,"['Vanniakula Kshatriya', 'Naicker', 'Padayatchi', 'Palli', 'Vanniar']",gov
Puducherry,Viswakarma,"['Viswakarma', 'Kammalar', 'Thatchar', 'Porkollar', 'Karumar', 'Kalthatchar', 'Thattar', 'Vishwakarmala', 'Kannar', 'Pathar']",gov
Puducherry,Yadava,"['Yadava', 'Idayar', 'Konar', 'Sambar Yadava', 'Yadava Pillai', 'Gollalu']",gov
Puducherry,Yadava Naidu,['Yadava Naidu'],gov
Puducherry,Yerukula,['Yerukula'],gov
Puducherry,Bhat Raju,"['Bhat Raju', 'Muthu Raja']",gov
Puducherry,Bondili,['Bondili'],gov
Puducherry,Nokkar,"['Nokkar', 'Nokkan']",gov
Puducherry,Muthirayar,['Muthirayar'],gov
Puducherry,Nagaram,"['Nagaram', 'Nagarathar']",gov
Puducherry,Veerakodi Vellala,['Veerakodi Vellala'],gov
Puducherry,Chattadi,['Chattadi'],gov
Puducherry,Narikuravar,['Narikuravar'],gov
Puducherry,Gamalla,['Gamalla'],gov
Puducherry,Odde,['Odde'],gov
Puducherry,Kurumba,['Kurumba'],gov
Puducherry,Kavuthiya,"['Kavuthiya', 'Kavuthiyan']",gov
Puducherry,Medara,['Medara'],gov
Puducherry,Andipandaram,['Andipandaram'],gov
Puducherry,Kanisan,"['Kanisan', 'Kaniyan']",gov
Puducherry,Khatriyas,['Khatriyas'],gov
Puducherry,Latin Catholics,['Latin Catholics'],gov
Puducherry,Valayal Naidu,"['Valayal Naidu', 'Cavara Naidu', 'Gavaralu']",gov
Puducherry,Pattu Chettiar,['Pattu Chettiar'],gov
Puducherry,Salia Chettiar,['Salia Chettiar'],gov
Puducherry,Vadamalai Chettiar,['Vadamalai Chettiar'],gov
Puducherry,Ottar,['Ottar'],gov
Puducherry,Vannan,"['Vannan', 'Vannar', 'Ekali', 'Mannan', 'Rajaka', 'Chakkali']",gov
Puducherry,Vadugan,['Vadugan'],gov
Puducherry,Ezhuthachan,"['Ezhuthachan', 'Ezhuthachans']",gov
Puducherry,Senai Thalaivar,['Senai Thalaivar'],gov
Punjab,Aheria,"['Aheria', 'Aheri', 'Heri', 'Naik Thori', 'Turi']",gov
Punjab,Barra,['Barra'],gov
Punjab,Beta Hensi,"['Beta Hensi', 'Hesi']",gov
Punjab,Changar,['Changar'],gov
Punjab,Chirimar,['Chirimar'],gov
Punjab,Daiya,['Daiya'],gov
Punjab,Gwaria,"['Gwaria', 'Gauria', 'Gwar']",gov
Punjab,Kanjar,"['Kanjar', 'Kanchan']",gov
