caste,subcaste,source
Urali Gounder,,shaadi & jeevansaathi
Urs,,shaadi & jeevansaathi
Vadagalai,,shaadi & jeevansaathi
Vadar,[],shaadi & jeevansaathi
Vaddera,[],shaadi & jeevansaathi
Vaduka,[],shaadi & jeevansaathi
Vaidiki Velanadu,[],shaadi & jeevansaathi
Vaish,['Vaish Dhaneshawat'],shaadi & jeevansaathi
Vaishnav,"['Bairagi Swami', 'Vaishnav Bhatia', 'Vaishnav Dishaval', 'Vaishnav Kapol', 'Vaishnav Khadyata', 'Vaishnav Lad', 'Vaishnav Modh', 'Vaishnav Porvad', 'Vaishnav Shrimali', 'Vaishnav Sorathaiya', 'Vaishnav Vania']",shaadi & jeevansaathi
Vaishya,"['Mahuri', 'Mathur Vaishya']",shaadi & jeevansaathi
Vaishya Vani,[],shaadi & jeevansaathi
Vallala,[],shaadi & jeevansaathi
Valluvan,[],shaadi & jeevansaathi
Valmiki,[],shaadi & jeevansaathi
Vania,[],shaadi & jeevansaathi
Vanika Vyshya,,shaadi & jeevansaathi
Vaniya-Nair,['Vaniya'],shaadi & jeevansaathi
Vanjara,[],shaadi & jeevansaathi
Vankar,[],shaadi & jeevansaathi
Vannan,,shaadi & jeevansaathi
Vannar,[],shaadi & jeevansaathi
Vannia Kula Kshatriyar,"['Arasu', 'Gounder', 'Naicker', 'Padayachi', 'Palli', 'Pandal', 'Urs', 'Vannia Reddiar', 'Vanniyar']",shaadi & jeevansaathi
Variar,[],shaadi & jeevansaathi
Varshney,[],shaadi & jeevansaathi
Veerashaiva,,shaadi & jeevansaathi
Velaan,[],shaadi & jeevansaathi
Velama,"['Adivelama', 'Koppula', 'Padmanayaka', 'Polinati', 'Yellapa']",shaadi & jeevansaathi
Velan,[],shaadi & jeevansaathi
Velar,,shaadi & jeevansaathi
Vellalar,"['Aaru Nattu Vellala', 'Agamudayar / Arcot / Thuluva Vellala', 'Cherakula Vellalar', 'Desikar', 'Devendra Kula Vellalar', 'Illaththu Pillai', 'Isai Vellalar', 'Karkathar', 'Kodikal Pillai', 'Kongu Vellala Gounder', 'Nanjil Mudali', 'Nanjil Nattu Vellalar', 'Nanjil Vellalar', 'Nankudi Vellalar', 'Othuvaar', 'Pandiya Vellalar', 'Saiva Pillai Thanjavur', 'Saiva Pillai Tirunelveli', 'Saiva Vellalar', 'Sengunthar / Kaikolar', 'Sozhiya Vellalar', 'Thondai Mandala Vellala', 'Veerakodi', 'Vellalar All']",shaadi & jeevansaathi
Veluthedathu,['Nair'],shaadi & jeevansaathi
Vettuva Gounder,[],shaadi & jeevansaathi
Vettuvan,[],shaadi & jeevansaathi
Vishwakarma,"['Black Smith', 'Carpentry (Vadrangi, Vadla)', 'Goldsmiths', 'Sculptor (Shilpi)']",shaadi & jeevansaathi
Viswabrahmin,,shaadi & jeevansaathi
Vokkaliga,[],shaadi & jeevansaathi
Vysya,[],shaadi & jeevansaathi
Wani,[],shaadi & jeevansaathi
Yadav,"['Aheer / Ahir', 'Ala Golla', 'Daddi', 'Das', 'Dhador', 'Erragola', 'Gadri / Gadariya', 'Gauda', 'Gawli', 'Goal / Gola / Golla', 'Gop / Gopal / Gopala', 'Goriya', 'Gwala', 'Gwalvanshi', 'Jadav', 'Kohar', 'Konar', 'Korna', 'Krishnauth', 'Kurudas Gollas', 'Kuruma', 'Mandal', 'Manjrauth', 'Nandvanshi', 'Pakanati', 'Puja', 'Raut', 'Suryavanshi', 'Thethwar', 'Yadav Golla', 'Yaduvanshi']",shaadi & jeevansaathi
Yellapu,[],shaadi & jeevansaathi
patel Dodia,[],shaadi & jeevansaathi
patel Kadva,[],shaadi & jeevansaathi
patel Leva,"['27 Gam', 'Baavis Gam', 'Chaa Gam', 'Chovis Gam', 'Mota Sattavi', 'Nani Sattavi', 'Panch Gam']",shaadi & jeevansaathi
Muslim,"['Ansari','Arain', 'Awan', 'Dawoodi Bohra', 'Dekkani', 'Dudekula', 'Khoja', 'Lebbai', 'Maraicar', 'Memon', 'Mughal', 'Pathan', 'Qureshi', 'Rowther', 'Shafi', 'Sheikh', 'Shia', 'Shia Bohra', 'Shia Imami Ismaili', 'Shia Zaidi', 'Shia Ithna ashariyyah', 'Siddiqui', 'Sunni', 'Sunni Ehle-Hadith', 'Sunni Hanafi', 'Sunni Hunbali', 'Sunni Maliki', 'Sunni Shafi', 'Syed']",shaadi & jeevansaathi
Christian,"[""Anglo Indian"", ""Basel Mission"", ""Bretheren"", ""CMS"", ""Cannonite"", ""Catholic - Knanaya"", ""Catholic - Latin"", ""Catholic - Malankara"", ""Catholic - Roman"", ""Catholic - Syrian"", ""Chaldean"", ""Church of North India (CNI)"", ""Church of South India (CSI)"", ""Convert"", ""Evangelical"", ""IPC"", ""Indian Orthodox"", ""Jacobite Knanya"", ""Jacobite - Syrian"", ""Knanaya Pentecostal"", ""Malankara"", ""Marthoma"", ""Methodist"", ""Mormon"", ""Orthodox"", ""Pentecost"", ""Presbyterian"", ""Protestant"", ""RCSC"", ""Salvation Army"", ""Seventh day Adventist"", ""Syrian - Malabar"", ""Syrian - Orthodox""]",shaadi & jeevansaathi
Jain,"['Shwetamber', 'Vania' , 'Digambar']",shaadi & jeevansaathi
Sikh,"[""Ahluwalia"", ""Clean Shaven"", ""Gursikh"", ""Kesadhari"", ""Labana"", ""Mazhbi/Majabi""]",shaadi & jeevansaathi
