Caste,subcastes,source
DOM,"['DOMAR', 'DOME', 'DURIA DOM', 'DUMAR', 'HARIJAN', 'DOM', 'DOMBARA', 'PAIDI', 'AKURE', 'NAG', 'DHANGAD', 'DHARKAR', 'BANSPHOR', 'JHALO', 'DHARIKAR', 'PANO', 'MOCHI', 'DORIS', 'DOMBO', 'DOMRA']",mf
DOMBAN,['DOMBAN'],gov
DOMBARI,['DOMBARI'],mf
DOMBI-DASARU,['DOMBI-DASARU'],gov
DOME,"['DOME', 'DOM']",gov
DOMMARA,"['DUDEKULA', 'DOMMARA']",mf
DONGA UR. KORACHA,['DONGA UR. KORACHA'],gov
DOOM,"['MAHASHA', 'DOOM', 'DUMNA']",gov
DOOMNA,"['DOOMNA', 'DUMNE', 'DUMNA']",gov
DORA,['DORA'],mf
DOSADH,"['DUSHAD', 'DOSADHA', 'DOSAD', 'DHARI', 'DUSADH', 'DOSADH', 'PASWAN', 'DHARHI', 'DUSAD', 'DOSANDHI', 'RAOJI']",gov
DUBE,"['DUBE', 'THOLUVA']",mf
DUBLA,"['DUBLA', 'TALAVIA', 'HALPATI']",gov
DUDEKULA,"['PINJARI', 'NOORBASH', 'DUDEKULA', 'LADDAF']",gov
DUGLA,"['DHOLI', 'DUGLA']",gov
DULIA,"['SUNDI', 'CHASA', 'DULIA', 'CHASHA']",mf
DULUVAR,"['VELLALAR', 'DULUVAR']",mf
DUMA,"['DUMA', 'MITHAR', 'ORIYAMUNDA']",mf
DUMALA,"['DUMALA', 'DUMAL']",gov
DUMNA,"['MAHASHA', 'DOOM', 'DUMNA']",gov
DURGAMURGA,"['DURGAMURGA', 'BURBURCHA']",gov
DWAR,['DWAR'],mf
DWEEPARA,['DWEEPARA'],mf
EDIGA,"['EDIGA', 'CHAKALA']",mf
EDRIS,"['EDRIS', 'KHALIFA']",mf
EKARADORABIDDALU,['EKARADORABIDDALU'],mf
EKILI,"['PALAYAKARLU', 'EKILI']",mf
ELAKULA,['ELAKULA'],mf
ELEMS,['ELEMS'],mf
ELLAMALAWAR,"['ELLAMALWAR', 'ELLAMALVAR', 'ELLAMALAWAR', 'YELLAMMALAWANDLU']",gov
ENADI,['ENADI'],gov
ERAVALLAN,"['ERAVALLAR', 'ERAVALLAN']",gov
EZHAVA,"['THIYYAN', 'PILLAI', 'IZHAVAN', 'THIYA', 'GHIYAIU', 'ISHAVAN', 'ISHUVAN', 'KONGU VELLALA', 'EZHUVAN', 'HARIJAN', 'IRAVA', 'VATHI', 'IZHAVA', 'CHETTI', 'THEYAHAN', 'IRUVA', 'PANKAR', 'ILLUVAN', 'AMMELU', 'VARRER', 'ILLUVA', 'IZHUVA', 'EZHAVAN', 'EZHUVA', 'VANIYAN', 'IZHUVAN', 'THIYYA', 'EZHAVA', 'ISHUVA', 'MENON', 'VANIKA']",mf_shadi_jeevansathi
EZHAVATHI,"['EZHAVATHY', 'EZHAVATHI']",gov
EZHUTHACHAN,"['EZHUTHACHANS', 'EZHUTHACHAR', 'EZHUTHACHAN']",mf_jeevansathi
FAKIR,"['FAKIR BHANDARWALA', 'SHAM', 'ALVI', 'MIYAN', 'SHAH', 'KHAN', 'SAIN', 'FAKIR', 'FAKIR INCLUDING ALVI-FAKIR', 'MANIHAR', 'FAQUIR', 'FAQIR', 'FAKEER', 'SHEIKH']",mf
FUTGUDI,['FUTGUDI'],gov
G.S.B.,['G.S.B.'],mf
GABIT,"['GAPIT', 'GAABIT', 'DAALJIDAAVAT', 'GABIT', 'GABBIT']",jeevansathi
GADA,['GADA'],gov
GADABA,"['GADBA', 'GADABA', 'GADABAS']",gov
GADARIA,"['DHANGAR', 'BAGHEL', 'GARRI', 'GADARIA GARI', 'GHOSHI', 'DHOSI', 'GADALIA', 'KURMAR', 'GADDI', 'HATKAR', 'GAADRI', 'GARI', 'DHOSHI', 'GAYRI', 'HATGAR', 'GADARIA', 'DHARIYA', 'GADDARIA', 'GAYARI', 'GAYARI DHARIYA', 'HATGAR HATKAR HAATKAAR GAADRI', 'HAATKAAR', 'GADI-LUHARIA', 'GADDERIA', 'KURBA', 'GADARIYA', 'GADERIA', 'GADHERI', 'PAL']",mf
GADDI,"['GHOSI', 'GADDI']",gov
GADHAI,['GADHAI'],gov
GADHAVI,"['GADHAVI', 'BRAHMIN', 'MARU']",mf
GADRI,['GADRI'],gov
GAGRA,['GAGRA'],gov
GALIARA,"['MAKAVANA', 'GALIARA']",mf
GALONG,['GALONG'],gov
GAMALLA,['GAMALLA'],gov
GAMIT,"['MAVCHI', 'VALVI', 'GAMIT', 'PADVI', 'GAMTA', 'GAVIT']",mf
GANAGAVAR,['GANAGAVAR'],gov
GANAK,['GANAK'],mf
GANALI,"['GANDALI', 'GANALI']",gov
GANDA,"['GANDA', 'DHRUV', 'TELANGI', 'GANDALI', 'RAJGANDA', 'GANDHA', 'GANDI']",mf_jeevansathi
GANDARBH,"['GANDARBH', 'GANDHARB']",gov
GANDARVAKOTTAI KORAVAR,['GANDARVAKOTTAI KORAVAR'],gov
GANDHARAHIK,"['ASHRAM', 'SANKHAASHRAM', 'SANKHA', 'DESASHRAM', 'GANDHARAHIK']",mf
GANDHARAP,"['RANA', 'GANDARBH', 'GANDHARB', 'GANDHARAP', 'GANDRAP']",gov
GANDIA,['GANDIA'],gov
GANDLA,"['DEVATHILAKULA', 'TELIKULA', 'GANDIL GONDOLA', 'GANDHILA', 'GANDLA', 'SAYED']",mf
GANGAI,['GANGAI'],jeevansathi
GANGAKULA,"['BHOYI', 'GANGAPUTRA', 'HARAKANTHRA', 'KABBERA', 'MADDAR', 'PAGI', 'BOVI [EXCLUDING BOVI WHO ARE SCHEDULED CASTE]', 'KHARIA', 'RAJBHOI', 'GANGAKULA', 'HARIAKANTHRA', 'AMBI', 'KABBALIGA', 'BARIKA', 'SUNNAGARA', 'SIVIYAR', 'KABBER', 'AMBIGA', 'JALAGARA', 'KOLI', 'AMBIG', 'KHARVI', 'GALADAKONKANI', 'MEENAGAR', 'KABBILI', 'GOWRIMATHA', 'GANGAMATHASTHA', 'BESTHA', 'KOLIMAHADEV', 'KONKANKHARVI', 'KAHAR', 'GANGEMAKKALU', 'PARIVARA', 'GANGEMATA', 'MOGERU', 'BOYI', 'GANGAMATHA', 'MOGAVEERA', 'THOREYA', 'BHOI']",gov
GANGIREDLAVARU,['GANGIREDLAVARU'],gov
GANGOT,"['GANGOT', 'GANGOTA', 'GANGOTH']",gov
GANGTE,['GANGTE'],gov
GANGTREDHU,['GANGTREDHU'],mf
GANIGA,"['LINGAYAT GANIGA', 'SHEETY', 'GANIGA', 'SAJJANAGANIGAR', 'TELI', 'GANIGAR', 'VANIYAN', 'GANIKA', 'GANDLA', 'LINGAYAT SAJJAN', 'GANIGER']",mf_shadi_jeevansathi
GANTI CHORES,['GANTI CHORES'],gov
GARA,['GARA'],gov
GARAI,"['DARATIA', 'TELI', 'GARAI']",mf
GARANCHA,"['GARANCHA', 'GANCHA']",gov
GARASIA,['GARASIA'],gov
GARDI,['GARDI'],gov
GARERI,['GARERI'],gov
GARHI- LOHAR,['GARHI- LOHAR'],gov
GARMATANG,['GARMATANG'],gov
GARO,"['GARODA', 'GARURA', 'GURDA', 'GARO']",gov
GARODA,"['GARODA', 'BAKSHI PANCH', 'GARO']",mf
GARPAGARI,"['GARPAGARI JOGINATH', 'JOGINATH', 'NATHJOGI', 'GARPAGRI', 'GARPAGARI']",gov
GARUA,"['GAUR', 'GARRA', 'GARUA']",mf
GARUDI,"['GAVADI GHISADI', 'GARUDIGA', 'GARADIGA', 'GARUDI']",gov
GATTI,"['GATTI', 'GATTIYAVARU']",jeevansathi
GAUD,"['GAUD', 'DUMALA', 'RAJGOND', 'GAUDA', 'RAJMUNDA', 'GOURA']",mf
GAUR,"['GAUR', 'BRAHMIN']",mf_shadi
GAVALI,"['KRISHNA', 'GAVALI', 'NAND', 'HANWAR', 'KURSHNA']",mf_jeevansathi
GAVANDI,"['GUJAR KADIYA', 'GAVANDI']",jeevansathi
GAVARIA,"['GAWARIYA', 'YADAV', 'GOWALA', 'GOWALE', 'AHIR', 'GAVARA', 'GAURIA', 'GAWALA', 'VADUGAR', 'GAWLA', 'GWAR', 'GAWARIA', 'GWALA', 'GAVARAI', 'GAVARIA']",gov
GAWDA,['GAWDA'],gov
GAWLI,"['MUSLIM GAWLI', 'GAWLI']",gov
GAYEN,['GAYEN'],gov
GHADI,"['GHADI', 'GUNAGI', 'GADIGA']",gov
GHADSHI,"['GHADSI', 'GHADSHI']",gov
GHAI,['GHAI'],gov
GHANCHI,"['GHACHHA', 'TELI-RATHORE', 'TELI-RATHOD', 'RAVANA', 'MODH GHANCHI', 'MEWAD', 'TELI-SAHU', 'GHACHI', 'GHANCHI', 'TELI']",gov
GHANSI,['GHANSI'],gov
GHANTARGHADA,"['GHANTARGHADA', 'GHANTRA']",gov
GHANTORA,"['NAIR', 'GHANTORA']",mf
GHARA,['GHARA'],gov
GHARRAMI,['GHARRAMI'],gov
GHASI,"['GHOSI', 'GHASIARA', 'GHOSIA', 'GHASI', 'RELLI CHACHANDI', 'HADDI', 'GHASI GHASIARA', 'SIULI', 'GHASIA']",mf_jeevansathi
GHASIARA,"['GHANI', 'GHAZI', 'GOASIARA', 'GHASIARA', 'GHOSIA', 'GHOSI']",gov
GHATOWAR,['GHATOWAR'],gov
GHATWAL,"['GHATWAL', 'RAY', 'RAI']",mf
GHATWAR,['GHATWAR'],gov
GHIRATH,"['GHIRATH INCLUDING CHAHNG & BAHTI', 'BAHTI', 'GHIRATH', 'GHIDATH', 'CHANG']",gov
GHISADI,"['GHISADI', 'CHITODIYA-LOHAR', 'GHITODI LOHAR', 'GHISADE', 'GADI LOHAR', 'RAJPUT LOHAR', 'GHISADI LOHAR']",jeevansathi
GHOGIA,['GHOGIA'],gov
GHOSH,"['GOWALA', 'GOALA', 'GAWALA', 'GHOSH', 'GOAL', 'GOP']",gov
GHOSHI,"['GHOSI', 'GHOSHI']",gov
GHRIT,"['GHRIT', 'BAHTI', 'CHAHNG']",gov
GHUKHA,"['GHUKHA', 'RADHI']",mf
GHUMAIR,"['KHAN', 'GHUMAIR']",mf
GHUSURIA,"['RADHI', 'GHUSURIA']",mf
GIDDIDKI,"['PINGLE', 'GIDDIDKI', 'PINGALE']",gov
GIRI,"['GIRI', 'GIRIGIRIS']",gov
GIRINI WADDAR,"['TUDUG WODDAR', 'BHANDI VADDAR', 'MANNU VODDAR', 'KALLU VADDAR', 'GIRINI WADDAR']",gov
GIRUI,['GIRUI'],mf
GOAI,['GOAI'],mf
GOALA,"['YADAV', 'AHEER', 'GOALA', 'GOPE', 'GOALA-GOPE']",jeevansathi
GOCHAKI,['GOCHAKI'],gov
GODABA,['GODABA'],gov
GODAGALI,"['GODAGALI', 'GODAGULA']",gov
GODALI,['GODALI'],mf
GODARI,['GODARI'],gov
GODDA,['GODDA'],gov
GODHI,"['GODI', 'GODHI']",gov
GODRA,['GODRA'],gov
GOGGI,['GOGGI'],gov
GOHIL,['GOHIL'],mf
GOKHA,"['KANDARA', 'RADHI', 'GOKHA']",mf
GOLA,"['GOLLA', 'GOUDIA GOLA', 'LAXMINARAYAN GOLA', 'MATHURAPURIA GOUDA', 'MEKALA GOLLA', 'PUNNU GOLLA', 'GOLA RANA', 'GOUDA', 'GOP', 'YADAV', 'SHOLAKHANDIA', 'AHIR', 'GOPALA', 'GOPAL', 'GOUR', 'GOUDO', 'MAGHADA GOUDA', 'GOLA', 'SADGOP', 'GOPE', 'NANDA GOUDA & KANJA GOUDA', 'DUMAL GOUDA', 'GOPAPURIA GOUDA', 'SADGOPE']",gov
GOLKAR,['GOLKAR'],mf
GOLLA,"['GAULI', 'GOLLA', 'MANIYANI', 'GOLLA GOLLEWAR', 'GOLKAR', 'ASTHANAGOLLA', 'KAWADIGA', 'GAVLI', 'KONNUR', 'YADAV', 'GOPALA', 'KRISHNA GAVALI', 'ADAVIGOLLA', 'GOULI', 'GOPALI', 'GOPAL', 'GOLER', 'LINGAYAT GOWLI', 'GAVALI', 'KONAR', 'YADAVA']",gov
GOND,"['BHIMMA', 'KALANGA', 'GAIKI', 'DAROI', 'NAIKPOD', 'JHAREKA', 'GAVANI', 'ARAKH', 'ARRAKH', 'GONDO', 'GOWARI HILL MARIA', 'NAIKEPADE', 'NAGWANSHI', 'NAGARCHI', 'KUCHA MARIA', 'KOYA', ""'SONJHARI"", 'MARKAM', 'MOGIA', 'HILL MARIA', 'GONDALIGA', 'SIDAR', 'BHAR', 'NETAM', 'MURIA', 'DORLA', 'GONDALI', 'BHAKAM', 'THOTYA', 'BISONHORN MARIA', 'KHATOLA', 'GONDHALI', 'MANA', 'GOWARI', 'GONDAY', 'RAJGOND', 'KOILABHUTI', 'KOITAR', 'GATTI', 'CHAUHAN', 'KHIRWAR', 'PARDHI', 'KUMRE', 'OJHA', 'BADA MARIA', 'WADE MARIA', 'SHAHDEVE', 'GOND', 'DHURU', 'KANWAR', 'BHATOLA', 'GOND GOWARI', 'TARAIL', 'MUDIA', 'AGARIA', 'MANNEWAR', 'SATDEVE', 'ASUR', 'DHRUV', 'GHONDALI', 'GODI', 'DHURWA', 'KUCHAKI MARIA', 'THATIA', 'KANDRA', 'DANDAMI MARIA', 'DHOBA', 'MADIA', 'MARIA', 'GAITA', 'MOGHYA', 'GATTA', 'DHULIA', 'KOLIBHUTI', 'RAJ GOND', 'MONGHYA', 'KOILABHUTA', 'GONDA', 'SONJHARI JHAREKA', 'RAJ', 'GONDHALLI', 'CHOTA MARIA', 'KHIRWARA', 'BADI MARIA', 'VADE MARIA', 'KOLIABHUTI', 'BHUTA']",mf
GONDHALI,"['GONDHALI', 'GOUDALI']",mf_jeevansathi
GONDU-BATO,"['HATO', 'BHIRTHYA BUDHO KOURIYA', 'JORIA', 'JATAKO', 'GONDU-BATO']",gov
GONGA,['GONGA'],mf
GONIGA,"['SADHU SETTY', 'SADHU SHETTY', 'SANAPARU', 'SANAPAR', 'JANAPASHETTY', 'TELUGU CHETTY', '24 MANE TELUGU SHETTY', '24 MANAI TELUGU CHETTIAR', 'JANAPACHETTY', 'SALAPAR', 'SADHU CHETTY', 'SADU SETTY', 'TELUGU SHETTY', 'TELUNGU CHETTIAR', '24 MANE TELUGU CHETTY', 'TELUGU SETTY', 'GONICHETTY', 'SALAPARU', 'JANAPAR', 'JANAPASETTY', '24 MANE TELUGU CHETTIAR', 'JANAPAN', 'TELUGU CHETTIAR', 'GONIGAMANE', 'GONIGA', 'TELUNGU CHETTY', '24 MANAI TELUGU SHETTY', 'TELUNGUPATTI CHETTY', '24 MANAI TELUGU CHETTY']",gov
GOOJAR,"['GOOJAR', 'GURJAR']",gov
GOPAL,"['MAGADHA', 'GOPALPURIA', 'DUMALA', 'GOPAL BHORPI', 'MUNDA', 'ABHI', 'GOPAL', 'KHELKARI', 'DUMALI', 'GOUR', 'GOURA', 'MATHURABAI']",mf_jeevansathi
GORAIT,"['GORAIT', 'KORAIT']",gov
GORH,"['GONRH', 'GORH']",gov
GORI,"['GORI', 'KHAN']",mf
GORKHA,['GORKHA'],gov
GOSAI,"['TEERTH ASHRAM', 'GOSAIN', 'GIRIGOSAVI', 'GIRI', 'GOSAVI', 'GOSAYI', 'VAN', 'GOSAI', 'NATHPANTHI GOSAVI', 'BAVA', 'SARASWATI PARBAT', 'GUSAI', 'BAN', 'ATIT', 'GOSAVI-PURI', 'SAGAR', 'BAIRAGI', 'BHARATI GOSAVI', 'GOSANGI', 'BHARATI']",mf
GOSWAMI,"['GIRI', 'VAIRAGI', 'GOSWAMI']",mf_shadi
GOTI,['GOTI'],mf
GOVIND,['GOVIND'],mf
GOWALA,"['GOWALA', 'PHUNE', 'NEWARI', 'GOPE', 'BARENDRA', 'CHOUDHARY', 'GOP', 'KORU', 'GWALA', 'BHANDAR', 'CHOUDA']",mf
GOWARI,"['GADILOHAR', 'DUDHGONARI', 'NEWARI', 'BHANARE', 'BAWNE', 'KASU', 'DHUDHA', 'KOHARE', 'GOVARI', 'GAWARI', 'DUDHGOWALI', 'ADIWASI', 'GOWARI']",mf
GOWDA,"['HELLAR', 'KEAILIYA', 'PILLAI', 'KURAMBAR', 'KONGU VELLALA', 'KURUMBAR', 'KALALEE', 'GONAR', 'EDIGA', 'SETTIBALIJA', 'SRISAYANA', 'SARVAI', 'KONGU', 'GOUDA', 'VOKKALIGA', 'GOUDU', 'MAN', 'VALAYAR', 'KSHWRIKA', 'KURMA', 'KURAMO', 'NADAR', 'VETTUUBN', 'GOUR', 'VELLALGOUNDAR', 'GOUNDLA', 'LAXMINARAYANA GOUDIA', 'DHOBI', 'GOUDIA', 'KRUMBAR', 'VELLALAR', 'SIDAR', 'NAMA', 'GOUD', 'GANGUVELLAR', 'LATTUAN', 'GOUNDER', 'GOWDA', 'MENON', 'VANIAR', 'PADAIYACHI']",mf_shadi_jeevansathi
GOWDALU,['GOWDALU'],gov
GOYAL,"['GOYAL', 'MAHAJAN']",mf
GRAMANI,"['GRAMANI', 'EZHAVA', 'SANAR', 'NADAR', 'GRAMINI', 'TIYYA']",jeevansathi
GRATI,['GRATI'],gov
GUDALA,['GUDALA'],gov
GUDIA,"['KANAUJIA', 'BHOJPURIA', 'GURIA', 'GUNJU', 'MUNDA', 'MADESIA', 'GURJA', 'MAGHIYA', 'PURIBIA', 'MAGHAYAT', 'GUDIA', 'GOURA', 'GUDIYA']",mf_jeevansathi
GUDIGARA,['GUDIGARA'],gov
GUJJAR,"['GOHIL', 'PATEL', 'GUJARA', 'MAHESHWARI', 'KASANA', 'GUJJAR', 'GURJAR', 'NAGAR', 'BAKARWAL', 'GUJAR', 'KHAN', 'GUZAR', 'DHAMA', 'BANSAL', 'PARMAR', 'DRAWAT', 'GOOJAR', 'GUJJAR(MUSLIM)', 'JADAV']",mf_jeevansathi
GUJRATH BAORI,['GUJRATH BAORI'],gov
GULGALIYA,['GULGALIYA'],gov
GUND,['GUND'],mf
GUPTHAN,['GUPTHAN'],mf
GURAV,"['LINGAYAT GURAV', 'TAMBLI', 'GUROV', 'GURAV', 'GURAVA', 'TAMBALLA', 'GUROU']",mf_jeevansathi
GURUNG,['GURUNG'],gov
GUSAI,"['GUSAI', 'GOSAIN GOSAIB GOSWAMI', 'GOWSAMI', 'GOSWAMI', 'GOSAI']",gov
GWARIA,"['GAURIA', 'GWARIA', 'GWAR']",gov
HABRA,['HABRA'],gov
HADI,"['HARI', 'MITHAR', 'HADDI', 'MAHAR', 'HADI', 'MEHETAR']",mf
HAIRUA,"['HAIRUA', 'PILLAI']",mf
HAJJAM,"['HAZAM', 'HAJJAM', 'SALMANI', 'VANKAR', 'NAIS', 'SAIN', 'HAJAM', 'SALMANI.', 'NAI']",gov
HAJONG,['HAJONG'],gov
HAKKIPIKKI,['HAKKIPIKKI'],gov
HALAKKI,"['GAM GAWADA', 'VAKKAL', 'GRAM VAKKAL', 'GAVADA', 'GRAMA VOKKALU', 'GAM VOKKAL', 'HALAWAKKI-WAKKAL', 'SHILWAKKAL', 'HAKKIPEKKI', 'GAM GOWDA', 'HALAKKI', 'HALAKKIVAKKAL', 'KUNCHAVAKKAL', 'KAREVAKKAL', 'ATTEVAKKAL']",mf
HALALKHOR,"['HELA', 'HALALKHOR', 'LALBEGI']",gov
HALBA,"['HALBA', 'HALBI']",gov
HALEPAIK,['HALEPAIK'],gov
HALI,['HALI'],gov
HALLEER,['HALLEER'],gov
HALPATI,"['HINDU HALPATI', 'HALPATI']",mf
HALSAR,"['HASLAR', 'HALSAR', 'HULASVAR', 'HALASVAR']",gov
HALWAI,"['HALWAI', 'SAHU', 'GUPTA']",mf
HANABARU,"['ANUBARU', 'HAJABAR', 'KRISHNA GOLLA', 'ATANABARU', 'HANBAR', 'HANABARU', 'HANBER', 'HANABAR']",gov
HANDERVUT,['HANDERVUT'],gov
HANDEVAZIR,['HANDEVAZIR'],gov
HANDI JOGIS,['HANDI JOGIS'],gov
HANSI,"['MATIBANSA TANTI', 'DEWANGA', 'DERA', 'SUKULI', 'HANSI', 'TANTI', 'KUSTHA', 'RANGANI TANTI', 'BANGALI TANTI', 'SALIA', 'KOSTHA', 'KOSTA', 'BUNKAR', 'KUSTA', 'RANGINI HANSI', 'RANGUNI TANTI', 'BUNKARA', 'RANGANI TANTEE', 'PATSALIA', 'VINA', 'ASWINNA TANTI', 'AMILA TANTI', 'RANGANI', 'TULABHINA', 'BUNA', 'RANGINI TANTI', 'DEWANGULU', 'ASHANI TANTI', 'ASINA TANTI', 'RANGANEE TANTEE', 'BANGIYA TANTI', 'ASWINA TANTI']",gov
HARER,"['HARER', 'HARAYAL']",mf
HARI,"['HARI', 'BHANGI', 'ABARI', 'SAU', 'SUNDI', 'RAI', 'MEHTAR']",mf
HARIJAN,"['MAHOR', 'VANKAR', 'PARAYAN', 'RASHI', 'MEHER', 'RANGER', 'JATAV', 'RAWAT', 'RAJAK', 'HARIJAN', 'PULAYA', 'CHAMAR', 'KORI', 'KHARWAR', 'BAKSHI PANCH', 'RAMDASI', 'MANNAN', 'KOLLAN', 'BALMIKI', 'PASWAN', 'DHAMA', 'MARVADI', 'PARMAR', 'DOMA', 'ATAR', 'JADAV']",mf
HASALARU,['HASALARU'],gov
HASLA,['HASLA'],gov
HATKAR,"['HATKAR', 'HATKER']",gov
HATUA,['HATUA'],gov
HAWARI,"['HAWARI', 'DHOBI']",gov
HEGDE,['HEGDE'],jeevansathi
HELAVA,"['HELVE', 'DAS KAIBARTTA', 'HELAVA', 'HELE', 'HILAV', 'HELA', 'HALIA', 'HELAWAR', 'CHASI-KAIBARTTA', 'HOLEVA']",jeevansathi
HEMBRAM,"['BITAL', 'HEMBRAM']",mf
HESI,['HESI'],gov
HINGORA,['HINGORA'],gov
HIRA,['HIRA'],gov
HMAR,['HMAR'],gov
HO,['HO'],gov
HOJAI,['HOJAI'],gov
HOLAR,"['VALHAR', 'HOLAR']",mf_jeevansathi
HOLER,['HOLER'],mf
HOLEYA,"['HOLAYA', 'HOLER', 'HOLEYA', 'HOLEYA DASARI', 'ADIKARNATAKA', 'CHALUVADI', 'HOLIYA']",mf
HOLI,['HOLI'],mf
HOLIYA,['HOLIYA'],gov
HOLRA,['HOLRA'],gov
HOLVA,['HOLVA'],gov
HONNIYAR,['HONNIYAR'],gov
HOOVADIGA,"['HOOVADIGA', 'PHOOLARI', 'PHOOLMALI', 'PHULMALI', 'MAALGAR', 'LINGAYAT HUGAR', 'HUGAR', 'HOOGAR', 'MALI', 'JEER', 'LINGAYAT MALGAR', 'LINGAYAT JEER', 'PHULARI', 'HOOGARA HOOGARAN']",gov
HOWGAR,"['HOWGAR', 'HAWGAR', 'HAWADIGA']",gov
HUSSAIN,['HUSSAIN'],mf
IDIGA,"['THIYYAN', 'ILIGA', 'IDIGA', 'EDIGA', 'BELCHAD', 'DEEVAR', 'TIYAN', 'POOJARI', 'PUJARI', 'GOWDRU', 'HALEPAIK', 'DEVAR', 'GOONDLA', 'NAMDHARI', 'ELIGA', 'NADAR', 'TALWAR', 'KALAL', 'BILLAVA', 'GOUNDLA', 'THIYYA', 'GAMALLA', 'EZHAVA', 'DIVARAMAKKALU', 'DEVARAMAKKALU', 'NAJAK', 'THIYAN', 'DESHA BHANDARI', 'MALAYALI BILLAVA', 'HALEPAIKARU', 'NAIK']",mf
IDRISI,"['IDRISI', 'DARZI']",gov
IGOLA,['IGOLA'],mf
ILIGER,['ILIGER'],mf
ILLATHU PILLAIMAR,"['ILLATHU PILLAIMAR', 'ILLATHAR', 'EZHUVAR', 'ILLUVAR']",gov
IRIKA,['IRIKA'],gov
IRULA,"['IRULAN', 'IRULA', 'IRULAR']",gov
IRULIGA,['IRULIGA'],gov
ISAI VELLALAR,"['ISAI VELLALAR', 'ISAIVELLALAR']",gov
ITFAROSH,"['ITAFAROSH', 'ITFAROSH', 'GADHERI']",gov
IYER,['IYER'],mf_shadi
JACOBITE,"['JACOBITE', 'SYRIAN']",mf_shadi_jeevansathi
JAD,"['JAD', 'KHAMPA', 'LAMBA']",gov
JADAPUS,['JADAPUS'],gov
JADEJA,"['JADEJA', 'DARBAR']",mf
JAGA,['JAGA'],mf
JAGGALI,['JAGGALI'],gov
JAGIASI,['JAGIASI'],gov
JAGRI,['JAGRI'],gov
JAIN,"['GURJAR', 'BOGAR', 'DIGAMBAR', 'SWETAMBAR', 'JAIN', 'PITAMBAR', 'PALIWAL', 'MAHAJAN']",mf_jeevansathi
JAINTIA,['JAINTIA'],gov
JAINTRAPANS,['JAINTRAPANS'],gov
JAISWAL,"['JAISWAL', 'JAISWAR']",mf_jeevansathi
JAJAK,['JAJAK'],gov
JAKKALA,['JAKKALA'],gov
JALKEOT,['JALKEOT'],gov
JAMBULI,['JAMBULI'],mf
JAMBUVANODAI,['JAMBUVANODAI'],gov
JAMBUVULU,['JAMBUVULU'],gov
JANDRA,['JANDRA'],jeevansathi
JANGALA,"['PAKANATHI JANGAMA', 'TELUGU JANGAMA', 'JANGALA']",gov
JANGAM,"['JANGAMAR', 'JANGAMA', 'JANGAM WHOSE TRADITIONAL OCCUPATION IS BEGGING', 'JANGAM']",mf_jeevansathi
JANSALI,"['BHARATBHARA', 'MYANGAR', 'DASANIA', 'SONARI', 'SIVANIA', 'MOCHI', 'CHAMADIA', 'JANSALI', 'JINGAR', 'AARIBHARATBHARA', 'CHANDLIA']",gov
JANWA,"['JANWA', 'SIRVI', 'JANWAKAR']",gov
JARAWAS,['JARAWAS'],gov
JAT,"['MAUN', 'LUNJ', 'HER', 'PRAJAPATI', 'PAYAL', 'GREWAL', 'DHANKAR', 'KANG', 'SIWATCH', 'SHEORAN', 'MALIK', 'KHAYALI', 'KOKKAR', 'JAT SIKH', 'KALERI', 'SAMRA', 'MEHRA', 'HANS', 'DHAKA', 'JAKHAR', 'BHAMBHO', 'GILL', 'MEEL', 'TEWATIYA', 'THIR', 'SIROHI', 'KSHLIYA', 'BHATTI', 'KHATI', 'SINGLA', 'BIRIKHI', 'MAAN', 'JADGE', 'SOHAL', 'MAHANT', 'KAITH', 'GUBANDA', 'MOD', 'CHAHAL', 'BHANGU', 'CHAUHAN', 'GHUMAN', 'SAHRAWAT', 'KEOL', 'RANDHAWA', 'BHINDER', 'CHAUDHARI', 'RATHORE', 'PAWAR', 'MADAN', 'SARAN', 'JAKAHD', 'DEOL', 'CHEL', 'KHACERI', 'PANNU', 'BADHAI', 'GODRA', 'CHOPRA', 'JATSIKH', 'LOHAN', 'MANN', 'PUNIYA', 'SIHAG', 'SAMARAN', 'KUNDU', 'NAIN', 'SHEDKAND', 'THALODI', 'BENIWAL', 'BHAL', 'JUDGE', 'CHATRAWAL', 'MORWAL', 'RAI', 'PANGHAL', 'FAGADANA', 'TATLA', 'LALLI', 'BHULLAR', 'NIJJAR', 'JAT', 'JHIWAR', 'SANDHU', 'MITHA', 'CHOUDHARY', 'MANDAL', 'MAUR', 'SIDHU', 'CHIMMA', 'SHARMA', 'CHICHAR', 'PAKGI', 'BARAI', 'BASSI']",mf_shadi_jeevansathi
JATAPU,"['JATAPUS', 'JATAPU']",gov
JATIGAR,['JATIGAR'],gov
JATIYA,['JATIYA'],gov
JAVERI,"['JAVERI', 'JAWARI']",gov
JELE,"['MACHUA', 'BHUNJA', 'MASHON', 'KUSMETE', 'JELE', 'KUMAR']",mf
JENU KURUBA,['JENU KURUBA'],gov
JHADI,['JHADI'],gov
JHALO,"['JHALO-MALO', 'JHALO', 'MALO']",gov
