Caste,subcastes,source
THARAKAN,['THARAKAN'],mf_jeevansathi
THARU,['THARU'],gov
THARUA,['THARUA'],gov
THATARI,"['THATARI', 'KANSARI']",mf
THATHERA,"['THATER TAMERA', 'THATHIAR', 'THATERA KASAR KASERA TAMERA TAMBATKAR', 'KASER', 'TAMERA', 'TAMER', 'TAMPORA', 'TAMRAKAR', 'KANSARA', 'THATHORA', 'OTARI', 'THATHERA', 'TAMBATKAR', 'THATHARA', 'TAMRAKAR TAMER', 'THETHERA', 'THATERA', 'BHARAWA', 'KASAR', 'KASERA']",mf
THATTAN,"['THAMAN', 'THATTAN']",mf
THAWIN,['THAWIN'],gov
THAYSIGAR,"['KURUKAL', 'THAYSIGAR']",mf
THEBA,['THEBA'],gov
THELARI,['THELARI'],gov
THETWAR,['THETWAR'],gov
THEVAR,"['THEVAR', 'MUTHIRIYAR', 'AMBALAM', 'SARVAI', 'PALLAR', 'KUYAVAR', 'AKAMUDAYAR', 'NATTUKAKALLAR', 'THOLUVA', 'PERAMALAIKALLAR', 'MANIAKARAN', 'SOLIAR', 'GURKAL', 'NADAR', 'AGAMUDAIYAR', 'KAMALAR', 'PARAMA', 'MARAVAR', 'KALLAR', 'VANDAYAAR', 'ALAGAMUDAI']",mf_shadi
THIKODI,"['CPM', 'THIKODI']",mf
THIYYA,"['THIYA', 'NAMKER', 'THIYYA']",mf_shadi_jeevansathi
THOGATTA VEERAKSHATRIYA,"['THOGTI', 'THOGATI', 'THOGATTA VEERAKSHATRIYA', 'THOGATA', 'THOGATAVEERAKSHATRIYA']",gov
THOLIYA,['THOLIYA'],mf
THOLKOLAN,"['THOLKOLLAR', 'THOLKOLAN']",gov
THOLUVA NAICKER,"['THOLUVA NAICKER', 'VETALAKARA NAICKER']",gov
THONDAMAN,['THONDAMAN'],gov
THORI,"['THORIA', 'THODIA', 'THURIA', 'THORI', 'THORAIYAR', 'THUDIA', 'BADAGA THORAIYAR OF NILGIRIS', 'NAYAK', 'THORIYAR']",gov
THOTI,['THOTI'],gov
THOTTIAN,"['THOTTIAN', 'THOTTIYA NAICKER', 'ERRAGOLLAR']",gov
TIGALA,"['AGNI VAMSHA KSHATRIYA', 'THIGALA TIGLER VANNIKULA', 'TIGALA', 'KSHATRIYA VANNIYA VANNIYAR VANNIA GOUNDER GOUNDER', 'GOWNDER PADAYACHI KANDER SHAMBHUKULA KSHATRIYA AGNIKULA KSHATRIYA DHARMARAJA KAPU KUROVAN', 'AGNIVANNI', 'PALLI']",gov
TIKULHAR,['TIKULHAR'],gov
TILARI,"['TILARI', 'TIRALI']",gov
TILI,"['BHUNJA', 'GACHHUAKALU', 'TILI']",mf_jeevansathi
TILVI,['TILVI'],gov
TIRGAR,"['TIRBANDA', 'TIRGAR']",gov
TIRUVALLUVAR,['TIRUVALLUVAR'],gov
TIVORO,['TIVORO'],gov
TIYAR,['TIYAR'],gov
TODA,['TODA'],gov
TOGATA,"['THOGATI', 'TOGATA', 'THOGATA', 'THOGATAVEERAKSHATRIYA']",mf_jeevansathi
TOMAR,"['RARHI', 'TOMAR']",mf
TUNTUBAI,"['TUNTUBAI', 'RARHI', 'TANTI']",mf
TURHA,['TURHA'],mf
TURI,"['TURI', 'TURI BAROT', 'DEDH BAROT', 'DAYAL']",mf_jeevansathi
TUTIA,['TUTIA'],gov
TYAGI,['TYAGI'],gov
UDASI,['UDASI'],gov
UDDAR,"['UPPAR', 'SWETAMBAR', 'UPPALAG', 'UDDAR']",mf
UGRAKSHTRIYA,"['ADITYA', 'NAPIT', 'BALGORI', 'UGRAKSHTRIYA']",mf
UJIA,['UJIA'],gov
ULLADAN,['ULLADAN'],gov
UNAI SAHU,['UNAI SAHU'],gov
UPPARA,"['GAVANDI', 'UPPARA', 'UPPALIGA SHETTY', 'UPPERA', 'LINGAYAT UPPARA', 'PADTI', 'NAMADA UPPARA', 'SUNNAGARA', 'CHUNAR', 'SAGARA', 'GOUNDI', 'UPPAR', 'BELDAR', 'YAKALARA', 'PADITHI', 'UPPALIYAN', 'LONARI', 'KALLU KUTIGA UPPARA MELUSAKKREYAVARU', 'KEREBANDIYAVARU', 'MELUSAKKARE', 'GOVANDI', 'YEKKALI', 'SUNNA UPPARA', 'PADIT', 'GAVADI', 'SAGAR', 'UPPALIGA', 'UAPPILLIA']",mf_jeevansathi
UPPUKORAVAR,"['SETTIPALLI KORAVAR', 'UPPUKORAVAR']",gov
URALI GOUNDER,"['OORUDAYA GOUNDER', 'ORUDYA GOUNDER', 'URALI GOUNDER']",gov
URALY,['URALY'],gov
VADDAR,"['KALAWADER', 'VADDARU', 'PATHARVAT', 'PATHAROD', 'JATI VADDAR', 'VADDAR', 'WADDER', 'KALLUVADDARU', 'VADDER', 'GADI VADDAR', 'MATI VADDAR']",gov
VADDI,"['SAMPANGI', 'PALLA', 'VADDI', 'VALMIKI', 'NAIKA', 'KUDARI', 'DUDEKULA', 'GUNJE', 'CHEEMALA', 'PATHAN', 'SHAIK', 'MANJARI', 'SAYED']",mf
VADI,"['VADI', 'PALAPPU']",mf
VADUGAN,"['VADUKANA IKAR', 'VADUGAN', 'VADUKA CHETTI', 'VADUKKAR']",gov
VADUVANS,"['VADUVANS', 'VADUKA', 'VADUGAN', 'VADUKAR']",gov
VAGHARI,"['GODADIA WAGHARI', 'MARWADA WAGHARI', 'VAGHARI SALAT', 'GAMACHI WAGHARI', 'VEDU WAGHARI', 'WADWA WAGHARI', 'VAGHARI', 'DEVIPUJAK', 'SALAT VAGHRI', 'DATANIYA WAGHARI', 'WAGHARI', 'KHOLI', 'CHIBHADIA WAGHARI', 'MARADA', 'VAGHRI', 'TALPADA WAGHARI']",mf
VAGHELA,['VAGHELA'],mf
VAGHRI- GAMICHO,"['VEDU CHURALIA', 'JHAKUDIA', 'VAGHRI- GAMICHO']",gov
VAHIVANCHA,"['CHAMAR', 'CHARAN', 'VAHIVANCHA', 'GADHVI']",gov
VAIDU,['VAIDU'],gov
VAIPHUI,['VAIPHUI'],gov
VAIRANGI BAWA,['VA IRANGI BAWA'],gov
VAISHYA,"['CHASA', 'SINGLA', 'MADAN', 'VAISHYA', 'NARANG', 'VAISYA']",mf_jeevansathi
VAISNAV,['VAISNAV'],mf
VAKKALIGA,['VAKKALIGA'],gov
VALAIYAR,"['VALAIYAR', 'VALAYAR']",gov
VALAMIKI,"['VALMIKI', 'VALAMIKI']",gov
VALAN,['VALAN'],mf
VALAND,"['KHALIPHA', 'VALAND', 'NAYI', 'HAJAM', 'BABAR']",gov
VALAYAL NAIDU,"['GAVARALU', 'VALAYAL NAIDU', 'CAVARA NAIDU']",gov
VALLALAR,"['GURUVEL', 'GOUNDAR', 'PILLAI', 'VALLALAR']",mf
VALLAMBAR,['VALLAMBAR'],gov
VALLON,"['VALLON', 'VALLUVAN']",gov
VALMIKI,"['VALMIKI BOYA', 'TALAYARI', 'VALMIKI', 'TALWAR', 'CHUNDUVALLU']",mf_jeevansathi
VAMSHARAJ,"['VAMSHA RAJ', 'PITCHIGUNTALA', 'VAMSHARAJ', 'PITCHIGUNTLA']",gov
VANAD,"['ODHAVIYA', 'VANAD']",mf
VANAKAR,"['BAKSHI PANCH', 'VANAKAR', 'MOTA BHAI']",mf
VANAN,['VANAN'],mf
VANAND,"['MAHESHWARI', 'CHOKH', 'VANAND', 'SORATHA', 'BAKSHI PANCH']",mf
VANANDVAS,['VANANDVAS'],mf
VANAR,"['VANAR', 'WASHERMAN']",mf
VANGAM,"['ANKE', 'VANGAM']",mf
VANI,['VANI'],mf
VANIYAR,"['VANIA CHETTIAR', 'PILLAI', 'PARAYAR', 'SOLIYA', 'KOUNDA', 'NATHAMAR', 'NAYAKKAR', 'PALLAR', 'SALAVAI', 'DOBI', 'GOUNDAR', 'UDAIYAR', 'KARKATHAVELLALAR', 'NATHANA UDAIYAR', 'PADAIVEERA', 'SATHIRIYA', 'VALAYAR', 'PADAIYANNU', 'PADAIYAR', 'MOOPPAR', 'WASHERMAN', 'CHADIYAR', 'DHOBI', 'PADAIYALAI', 'KALLAR', 'NAIKAR', 'RATHAAMAR', 'VANIAN', 'VANIAR', 'SOLEYA', 'VANIYAR', 'PADAIYACHI']",mf
VANJARI,"['VANJARA', 'VANJARI', 'WANJARI VANJARA', 'WANJARA VANJAR']",shadi_jeevansathi
VANNAN,"['EKALI', 'CHAKKALI', 'MANNAN', 'RAJAKA', 'VANNAR', 'VANNAN']",gov
VANNAR INCLUDING AGASA,"['EKALI', 'RAJAKA', 'VELUTHADAR', 'MADIVALA', 'VANNAR INCLUDING AGASA', 'RAJAKULA']",gov
VANNIA,"['VANNIKULA-KSHATRIYA', 'VANNIAR', 'VANNIA']",gov
VANNIAKULA KSHATRIYA,"['VANNIYAKULA KSHATRIYA', 'NAICKER', 'VANNIAKULA KSHATRIYA', 'VANNIAR', 'PADAYATCHI', 'PALLI']",gov
VANSFODA,"['VANSFODA', 'VANZA', 'VANSFODIA']",gov
VANZA,"['VANZA DARJI', 'VANZA', 'SAI SUTAR']",gov
VANZARA,"['BANZARA', 'BANJARA', 'VANZARA', 'VANJARA', 'KANGSIWALA']",gov
VARDUKA,['VARDUKA'],mf
VARLI,['VARLI'],gov
VARMAKAR,"['VARMAKAR', 'BELASHI']",mf
VARRIYAR,['VARRIYAR'],mf
VASUDEV,"['VASUDEO', 'BASUDEVA', 'VASUDEV', 'VASUDEV BASUDEVA', 'BASUDEV VASUDEVA HARVOLA KAPDIA KAPDI GONDHLI']",gov
VAYALPAD,"['NAWALPETA KORACHA', 'VAYALPAD']",gov
VEDAVA,['VEDAVA'],mf
VEDUVAR,"['VEDU', 'VEDUVAR', 'VETTAIKKARAR', 'VEDAR']",mf
VEERAKODI VELLALA,['VEERAKODI VELLALA'],gov
VEERAMUSHTI,"['VEERAMUSHTI', 'VEERABHADREEYA']",gov
VEERASAIVA,"['JANGAMA', 'POOPANDARAM', 'VEERASAIVA', 'VEERSHIV', 'MAALAPANDARAM', 'JANGAM']",gov
VELAMA,"['KAPU', 'NAGALA', 'VELAMA', 'BRAHMAN']",mf_jeevansathi
VELAN,"['VELAAN', 'VELAN']",mf_jeevansathi
VELIP,['VELIP'],gov
VELLALAR,"['ESAI', 'PILLAI', 'SAIVA', 'TULVA', 'SOLIYA', 'KURUMBAR', 'KUYAVAR', 'THOLUVA', 'KARAKADU', 'GOUNDAR', 'KARKATHAVELLALAR', 'VEERAKODAI', 'TURAVA', 'MARAMERI', 'VELLALAR', 'SONEYA', 'THOLUVAVELLALAR', 'PADAIYALAI', 'KARKATHAPILLAI', 'ISAI', 'SOLEYA', 'PADAIYACHI']",mf_shadi_jeevansathi
VELLAN CHETTIAR,"['VELLAN CHETTIAR', 'AGARAM VELLAN CHETTIAR']",gov
VELLUTHEDAN,['VELLUTHEDAN'],gov
VERMA,['VERMA'],mf
VETAN,['VETAN'],gov
VETTIYAN,['VETTIYAN'],gov
VETTUVAN,"['VETTUVAN', 'PULAYA VETTUVAN', 'VETTUVA NAVITHAN']",jeevansathi
VETUVA GOUNDER,"['VETUVA GOUNDER', 'PUNNAN VETTUVA GOUNDER']",gov
VIKANASA,['VIKANASA'],mf
VILAKKITHALA NAIR,['VILAKKITHALA NAIR'],gov
VILLIAMUDU,"['NAYAKKAR', 'VILLIAMUDU']",mf
VIR,"['VEERAMASTI', 'VEER', 'VIR']",gov
VIRAKODI VELLALA,['VIRAKODI VELLALA'],gov
VISALU,"['VISALI', 'VISALU']",mf
VISHAVAN,['VISHAVAN'],gov
VISWABRAHMIN,"['BRAHMAN', 'VISWAKARMA', 'VISWABRAHAMAN', 'VISWABRAHMIN']",shadi
VISWAKARMA,"['ACHARI', 'LINGAYAT BADIGA', 'ACHARY', 'KAMBAR', 'VISWAKARMALA', 'AUSALA', 'MOOSARI', 'BADIGAR', 'BAILAPATRA', 'CHARI', 'VISWABRAHMANAN', 'BADAGI', 'KAMMALAN', 'AKKASALE', 'VILLASAN', 'VISHWAKARMA', 'KAMASALA', 'PANDI KAMMALA', 'LUHAR', 'LINGAYAT KAMMARA', 'THACHAN', 'PATTAR', 'KONKANI ACHAR', 'SONAR', 'SILPI', 'THATTAN.', 'KAMMAR', 'CHAPTEGRA', 'MESTA', 'THATTAN', 'KANCHAGAR', 'DAIVAGNA BRAHMAN', 'PANCHAL', 'MESTA SUTAR', 'AKSALI', 'KANCHORA', 'PERUMKOLLAN', 'KARUVAN', 'KOLLAN', 'PANCHALA', 'NADAR', 'KAMMALA', 'ASARI', 'PANDITHATTAN', 'KALLASSARI', 'KAMSAL', 'KANNAN', 'LINGAYAT KAMMASALI', 'LINGAYAT AKKASALI', 'BADIAWADLI', 'SHARMA', 'BAILU KAMMARA', 'VISWABRAHMANAR', 'GEJJIGAR', 'VISWA BRAHMAN', 'KAMSALA', 'VISWAKARMA', 'ASSARI', 'BAILU AKKASALI', 'KAMSAN', 'KITARAN', 'SOHAGAR', 'VILKURUP', 'KALTHACHAN', 'MALAYALA KAMMALA', 'TACEHAN', 'SONI']",gov
VITOLA,"['BARODIA', 'VITOLIA', 'KOTWALIA', 'VITOLA']",gov
VOKKALIGA,"['ACHARI', 'VISHWAKARMA', 'GOUDA', 'REDDY', 'SARPA VOKKALIGA', 'GOWDA', 'VOKALIGA', 'VAMDADI', 'ACHAR', 'HALLIKARA', 'VOKKALIGA', 'MUSUKAGOWDA', 'GANGATIKAR', 'UPPINA KOLAGA VOKKALIGA', 'KURUBAGOWDA', 'GANGADKAR', 'VAKKALIGA', 'VOKKALIGAR']",mf_jeevansathi
VORA,['VORA'],mf
VYASH,"['BRAHMIN', 'VYASH']",mf
VYSYA,"['KRISHNAM', 'ARYAVYSA', 'POKANTI', 'SUNKU', 'KARUMANI', 'NAIKA', 'BRAHMAN', 'ADIMULAM', 'DUDEKULA', 'YSYA', 'CHEEMALA', 'KOMATI', 'KAKUNATI', 'SAYED', 'VYSYA']",mf_shadi_jeevansathi
VYYULU,['VYYULU'],mf
WADDAR,"['WADDA', 'VDDAR', 'WADEYAR', 'VADDA', 'WADAR', 'WADDAR', 'WADER']",mf
WADHAI,"['WADHAI', 'WADHI', 'BHADAI', 'WADAI']",gov
WADI,['WADI'],gov
WAGHER,['WAGHER'],gov
WAGHRI,['WAGHRI'],mf
WALIKAR,['WALIKAR'],mf
WAMI,['WAMI'],mf
WANDHARA,['WANDHARA'],gov
WANSFODA,['WANSFODA'],gov
WARTHI,['WARTHI'],gov
WATAL,"['SHUPRI WATTAL', 'WATAL']",gov
WATHI,['WATHI'],mf
WYNAD CHETTY,['WYNAD CHETTY'],gov
YADAVA,"['GOLLA', 'TALAPALLI', 'GANAR', 'GOLLALU', 'SHAIK', 'GONAR', 'YADAV AHIR', 'JALARU', 'GAVLI', 'YERRAGOLLA', 'YADAVAR', 'IDAYAR', 'GOUDA', 'KUDARI', 'YADAVA NAIDU', 'JUTUR', 'YADAVA PILLAI', 'JHAMALA', 'SETTIVARI', 'NAMALA', 'POKANTI', 'YADAV', 'POOJAGOLLA', 'VALMIKI', 'AHIR', 'SAMBAR YADAVA', 'ALAGOLLA', 'ANKE', 'PAGANI', 'THELAGU', 'SADGOP', 'TELAGA', 'PALAGIRI', 'KONAR', 'MEHAR', 'YADAVA']",gov
YAITHIBI,['YAITHIBI'],gov
YALAMA,['YALAMA'],mf
YALAVALA,"['KAPU', 'YALAVALA']",mf
YANADI,"['YELLEU', 'YANDI', 'YENADIS', 'YANADI']",mf
YATA,['YATA'],gov
YATALA,['YATALA'],gov
YEAVA,['YEAVA'],mf
YEKALAR,"['YEKALAR', 'YAKLAR', 'EGILIKA']",gov
YELLAM,"['YELLAM', 'YALLAM', 'YELAM', 'YALAM', 'YELLU']",gov
YERAVA,"['YERAVA', 'YERALU']",gov
YERNA GOLTA,['YERNA GOLTA'],gov
YERUKALA,"['YERUKULA', 'DESAI', 'YERUKULAS', 'YERUKALA', 'YERKULA']",mf
YISHAS,"['SHEETY', 'YISHAS']",mf
YOGEESWARAR,['YOGEESWARAR'],gov
YOGI,"['JOGI', 'JUGI NATH', 'NATH', 'YOGI']",mf
YRAKITHER,['YRAKITHER'],mf
ZAMRAL,['ZAMRAL'],gov
ZOU,['ZOU'],gov
